	TARA_100_DCM_0.22_3.0	TARA_102_DCM_0.22_3.0	TARA_109_DCM_0.22_3.0	TARA_110_DCM_0.22_3.0	TARA_111_DCM_0.22_3.0	TARA_112_DCM_0.22_3.0	TARA_122_DCM_0.22_3.0	TARA_128_DCM_0.22_3.0	TARA_132_DCM_0.22_3.0	TARA_133_DCM_0.22_3.0	TARA_137_DCM_0.22_3.0	TARA_138_DCM_0.22_3.0	TARA_142_DCM_0.22_3.0	TARA_150_DCM_0.22_3.0	TARA_151_DCM_0.22_3.0	TARA_058_DCM_0.22_3.0	TARA_064_DCM_0.22_3.0	TARA_065_DCM_0.22_3.0	TARA_066_DCM_0.22_3.0	TARA_068_DCM_0.22_3.0	TARA_072_DCM_0.22_3.0	TARA_076_DCM_0.22_3.0	TARA_078_DCM_0.22_3.0	TARA_082_DCM_0.22_3.0	TARA_085_DCM_0.22_3.0	TARA_093_DCM_0.22_3.0	TARA_098_DCM_0.22_3.0	TARA_100_MES_0.22_3.0	TARA_102_MES_0.22_3.0	TARA_109_MES_0.22_3.0	TARA_110_MES_0.22_3.0	TARA_111_MES_0.22_3.0	TARA_112_MES_0.22_3.0	TARA_122_MES_0.22_3.0	TARA_132_MES_0.22_3.0	TARA_133_MES_0.22_3.0	TARA_137_MES_0.22_3.0	TARA_138_MES_0.22_3.0	TARA_142_MES_0.22_3.0	TARA_145_MES_0.22_3.0	TARA_146_MES_0.22_3.0	TARA_148_MES_0.22_3.0	TARA_149_MES_0.22_3.0	TARA_152_MES_0.22_3.0	TARA_056_MES_0.22_3.0	TARA_064_MES_0.22_3.0	TARA_065_MES_0.22_3.0	TARA_068_MES_0.22_3.0	TARA_070_MES_0.22_3.0	TARA_072_MES_0.22_3.0	TARA_076_MES_0.22_3.0	TARA_078_MES_0.22_3.0	TARA_085_MES_0.22_3.0	TARA_098_MES_0.22_3.0	TARA_100_SRF_0.22_3.0	TARA_102_SRF_0.22_3.0	TARA_109_SRF_0.22_3.0	TARA_110_SRF_0.22_3.0	TARA_111_SRF_0.22_3.0	TARA_112_SRF_0.22_3.0	TARA_122_SRF_0.22_3.0	TARA_123_SRF_0.22_3.0	TARA_124_SRF_0.22_3.0	TARA_125_SRF_0.22_3.0	TARA_128_SRF_0.22_3.0	TARA_132_SRF_0.22_3.0	TARA_133_SRF_0.22_3.0	TARA_137_SRF_0.22_3.0	TARA_138_SRF_0.22_3.0	TARA_140_SRF_0.22_3.0	TARA_141_SRF_0.22_3.0	TARA_142_SRF_0.22_3.0	TARA_145_SRF_0.22_3.0	TARA_146_SRF_0.22_3.0	TARA_148_SRF_0.22_3.0	TARA_149_SRF_0.22_3.0	TARA_150_SRF_0.22_3.0	TARA_151_SRF_0.22_3.0	TARA_152_SRF_0.22_3.0	TARA_056_SRF_0.22_3.0	TARA_057_SRF_0.22_3.0	TARA_062_SRF_0.22_3.0	TARA_064_SRF_0.22_3.0	TARA_065_SRF_0.22_3.0	TARA_066_SRF_0.22_3.0	TARA_067_SRF_0.22_3.0	TARA_068_SRF_0.22_3.0	TARA_070_SRF_0.22_3.0	TARA_072_SRF_0.22_3.0	TARA_076_SRF_0.22_3.0	TARA_078_SRF_0.22_3.0	TARA_082_SRF_0.22_3.0	TARA_084_SRF_0.22_3.0	TARA_085_SRF_0.22_3.0	TARA_093_SRF_0.22_3.0	TARA_094_SRF_0.22_3.0	TARA_096_SRF_0.22_3.0	TARA_098_SRF_0.22_3.0	TARA_099_SRF_0.22_3.0
FR684309.1.1445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	3	2	1	1	0	0	2	2	2	0	1	3	1	1	1	1	0	0	1	1	2	0	1	2	1	1	0	2	0	9	0	2	1	0	0	2	2	2	2	3	1	1	1
FR684345.1.1446	17	4	1	3	19	12	15	2	13	0	3	14	4	10	8	11	5	3	6	17	15	3	14	0	2	2	18	6	6	3	8	1	3	4	7	3	3	0	3	1	2	8	8	4	1	1	5	5	3	1	1	5	4	4	1	2	7	4	1	2	3	0	0	3	1	4	4	6	3	1	1	9	5	20	17	14	12	11	11	3	3	3	5	7	5	3	21	5	1	3	5	0	1	0	2	3	5	1	1
FR684354.1.1490	1	2	2	1	0	0	0	1	1	5	0	0	1	1	2	0	0	1	5	0	1	0	2	10	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	1	1	0	0	3	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0	2	1	3	0	2	1	0	0	3	4	1	3	0	0	0	3	1	0	4	0	0	1	1
FR684358.1.1487	1	2	1	0	2	0	0	0	3	12	0	0	0	4	7	0	0	0	6	4	0	4	2	3	7	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	2	10	9	4	0	1	1	0	0	9	2	1	1	1	0	3	1	0	0	2	0	0	0	0
FR684371.1.1471	1	1	0	0	2	1	1	0	0	3	0	1	0	0	1	0	0	1	5	3	0	0	0	11	12	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	2	0	1	0	0	1	0	1	1	6	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	1	4	9	0	4	1	0	0	16	15	3	4	3	2	1	0
FR684448.1.1423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4	1	1	0	0	1	1	0	0	0	3	0	1	1	3	0	1	0	0	1	0	0	3	1	0	0	2	2	2	10	0	0	0	0	1	5	3	2	1	1	1	2	0
FR684579.1.1445	1	5	3	4	2	0	1	3	1	4	0	0	0	1	4	2	3	3	1	0	1	1	0	0	1	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	1	5	5	0	2	4	1	2	2	1	6	1	4	2	2	0	1	2	0	3	1	5	5	2	1	1	3	7	4	0	3	1	2	0	5	2	1	0	6	6	6	2	1
FR684705.1.1427	4	2	3	6	0	0	0	1	1	11	0	3	0	0	2	1	0	0	5	1	0	0	3	2	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	6	4	1	0	1	0	1	0	0	0	9	2	0	0	0	1	8	0	0	2	1	1	4	3	0	0	0	3	6	12	1	0	0	0	1	0	1	0	11	7	1	0	0
FR684736.1.1469	0	4	0	1	0	2	0	0	6	4	0	3	0	9	6	3	13	4	7	21	0	8	6	4	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FR684763.1.1496	2	0	3	3	2	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	0	2	3	1	0	0	1	1	0	0	3	3	0	0	1	0	0	1	2	0	1	1	7	2	2	3	1	0	2	2	2	1	1	1	0	1	0	0	1	1	1	3	0
FR684890.1.1453	1	3	0	1	4	0	0	1	0	2	0	3	0	3	1	2	2	1	2	1	0	0	1	2	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	2	1	2	2	1	0	0	0	0	0	3	1	0	2	1	0	8	0	0	1	1	1	7	1	0	0	0	1	3	15	1	0	0	1	1	6	0	0	2	2	2	0	2
FR684935.1.1485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	5	0	0	0	0	1	2	0	0	1	5	2	0	0	1	1	2	0	0	0	0	1	1	0	0	0	1	0	2	9	1	0	0	0	2	6	15	3	5	2	0	2	0
FR684960.1.1420	3	8	1	3	4	0	0	0	2	18	0	3	2	6	2	1	4	3	10	2	4	1	1	44	50	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	3	4	6	0	2	1	4	5	1	1	8	3	1	0	0	0	10	2	2	2	0	8	5	4	1	4	4	3	13	10	2	3	4	3	3	25	49	68	8	9	0	2	1
FR684987.1.1475	2	3	4	0	5	0	0	0	0	4	0	0	3	2	0	0	1	1	4	2	0	1	1	16	13	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	4	1	0	1	0	2	1	2	1	0	7	4	1	1	1	1	4	0	1	2	2	2	1	0	0	1	3	1	4	7	2	4	0	0	0	15	7	4	0	2	1	3	3
FR685043.1.1474	0	2	5	1	1	1	1	0	2	9	0	0	0	0	3	1	1	1	4	1	3	3	3	6	8	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	4	4	0	1	0	1	2	3	0	8	0	0	1	3	1	5	1	1	3	3	5	5	1	2	1	0	1	3	15	1	3	0	0	4	15	4	3	1	6	4	2	1
FR685064.1.1469	3	2	5	4	3	1	2	2	3	2	0	0	0	1	0	0	3	5	2	1	0	2	2	16	12	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	3	8	9	4	3	2	4	3	6	2	3	5	3	5	3	4	0	1	0	1	5	5	2	5	6	0	3	1	1	2	1	1	2	5	2	6	8	8	5	5	4	2	0
FR685144.1.1478	2	1	3	1	3	1	0	1	1	2	0	1	0	1	1	2	2	1	5	1	0	0	0	9	12	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	3	2	0	0	1	2	2	3	2	8	4	2	1	3	1	2	3	0	2	0	1	2	0	1	1	0	2	3	8	3	2	3	1	1	18	18	9	2	1	1	1	1
FR685392.1.1449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	2	0	1	3	0	1	1	0	1	40	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	7	4	3	1	0	0	0	0	2	1	11	27	7	1	7
FR685503.1.1435	7	6	1	0	4	0	0	2	1	7	0	1	0	2	2	1	2	3	6	1	1	0	1	12	23	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	0	0	1	2	2	1	1	0	4	2	13	1	0	1	0	0	5	1	3	1	5	2	5	2	0	0	0	0	3	3	2	0	0	4	2	14	13	24	0	6	3	0	2
FR685627.1.1379	2	12	5	3	2	3	5	2	1	9	0	3	0	2	4	9	3	4	10	0	3	1	4	18	29	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	8	2	8	5	0	3	4	4	7	3	2	20	9	2	5	4	1	11	7	1	2	4	6	4	2	4	2	5	7	9	8	4	4	3	1	3	33	30	28	14	13	4	3	3
GQ130152.1.1440	1	0	0	1	2	4	1	2	2	0	3	0	0	2	2	0	0	1	0	3	2	0	2	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ153640.1.1499	6	0	2	0	0	0	0	10	3	2	0	1	2	0	0	2	4	1	0	2	2	13	3	0	0	0	0	3	0	6	1	0	2	3	7	2	0	4	9	0	1	0	0	0	14	1	1	7	5	8	10	8	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ231541.1.1478	1	0	4	3	0	3	2	1	3	5	0	3	1	3	1	1	9	6	10	75	1	4	6	6	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	5	2	0	1	15	4	2	8	0	2	3	1	2	0	1	5	1	5	1	6	2	9	0	1	1	2	8	10	13	101	22	0	1	1	9	8	0	0	1	0	0	0
GQ259226.1.1483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	1	0	1	2	0	0	1	0	0	0	1	1	0	1	4	0	0	1	1	0	0	1	1	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337094.1.1520	12	22	0	10	3	10	9	0	21	10	0	20	8	9	10	8	3	2	16	1	27	1	5	0	0	0	7	2	6	1	5	0	0	2	3	0	0	1	0	2	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	4	4	0	0	0	1	0	1	0	1	3	1	0	6	25	2	1	5	7	8	19	6	1	9	4	0	15	10	0	2	8	0	0	0	0	0	0	0	0	0	0
GQ337095.1.1485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	3	0	1	1	2	1	0	1	2	1	0	1	0	1	1	0	0	0	1	1	2	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337098.1.1445	4	1	0	0	9	6	6	0	8	1	59	7	4	8	5	2	2	3	5	2	7	3	7	1	3	0	7	27	24	30	26	30	27	17	26	28	40	44	33	28	25	11	25	19	17	15	18	20	15	3	18	20	13	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337099.1.1474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	8	2	8	6	1	1	0	0	5	1	5	2	1	1	3	4	1	0	7	7	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337107.1.1475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	2	0	0	9	1	2	2	22	26	1	5	1	2	5	5	1	2	6	0	5	0	7	6	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337118.1.1471	7	1	2	5	5	3	5	6	7	0	2	8	7	3	4	2	7	4	5	5	7	4	4	0	0	0	7	6	4	3	8	3	7	5	5	10	4	0	5	13	5	8	6	6	1	4	4	15	2	5	3	5	4	3	2	2	1	0	1	6	9	5	3	6	3	2	0	3	4	2	3	9	3	12	10	7	6	5	1	1	7	8	5	6	1	0	2	4	4	6	3	0	0	0	0	1	2	1	5
GQ337123.1.1475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0	1	0	1	5	0	0	0	2	4	5	11	4	1	0	4	1	9	0	0	0	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337152.1.1437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	4	1	5	9	9	7	8	2	2	3	9	8	3	7	11	8	15	9	9	5	1	5	9	4	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337158.1.1453	4	0	0	1	4	0	6	0	5	0	1	2	5	5	7	2	4	3	4	0	2	0	5	0	0	0	1	4	3	4	1	0	2	1	2	2	0	0	0	2	1	0	1	0	1	0	3	3	0	2	0	0	1	5	0	0	0	0	1	2	0	0	1	2	1	2	0	0	1	0	0	2	2	13	9	5	3	3	0	1	0	0	3	3	3	0	3	1	1	1	1	0	0	1	0	1	0	1	2
GQ337163.1.1448	27	3	3	8	24	13	17	6	21	0	11	31	16	7	10	8	7	10	18	11	22	8	20	0	0	0	17	17	16	10	15	9	4	5	10	5	9	2	6	14	7	14	11	9	4	7	8	20	3	5	1	6	7	5	0	1	0	6	2	8	3	3	3	5	7	0	1	5	0	0	2	8	6	19	28	24	6	8	16	2	8	3	9	14	12	0	13	4	2	4	5	0	0	0	0	1	0	4	1
GQ337165.1.1513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	0	0	0	0	2	1	36	0	0	0	1	0	3	1	9	2	2	10	3	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337166.1.1435	20	3	0	7	13	2	7	1	12	0	7	15	3	13	8	3	8	2	7	7	10	1	12	0	0	1	16	9	4	12	10	6	8	2	11	9	12	4	10	13	8	7	14	9	5	11	9	14	4	0	9	10	12	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337167.1.1526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	2	2	0	1	1	1	4	0	4	0	1	1	1	3	2	2	1	1	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337168.1.1436	1	0	0	1	3	1	0	1	4	0	2	2	3	0	1	1	0	0	0	1	4	1	0	0	0	0	2	0	4	2	1	2	2	1	4	3	0	1	1	3	5	3	2	3	1	2	1	6	0	2	2	3	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337174.1.1450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	4	2	2	0	2	5	1	3	0	3	1	2	0	1	1	1	1	1	6	4	12	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337176.1.1436	6	0	1	0	5	0	3	1	4	1	13	2	3	0	4	0	2	0	1	1	4	3	0	0	0	0	4	5	3	3	1	5	10	2	2	3	15	3	10	6	6	6	5	8	3	11	7	5	3	5	9	9	2	9	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	2	2	0	4	2	1	2	1	0	1	2	1	2	1	1	0	0	0	1	0	4	0	0	0	0	0	1	1	3
GQ337183.1.1436	2	0	0	2	3	0	1	0	2	0	32	2	1	2	1	2	1	3	0	3	2	0	2	1	0	0	6	11	3	2	2	4	8	5	6	5	25	12	6	5	10	5	2	6	6	6	2	3	1	1	4	8	2	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337185.1.1459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	2	1	0	4	0	1	1	0	2	2	7	1	5	2	6	1	4	3	4	1	0	3	1	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337194.1.1446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	2	1	0	2	0	6	0	3	1	3	2	2	4	2	1	2	2	0	1	1	2	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337197.1.1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	2	0	2	1	0	0	0	4	1	0	0	1	0	3	2	0	1	1	5	4	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337198.1.1474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	6	1	3	0	1	3	0	3	1	3	3	3	0	3	3	3	3	1	2	3	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337204.1.1522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	26	30	17	55	28	25	21	20	18	14	18	32	28	19	27	29	10	39	25	29	13	10	23	13	13	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337207.1.1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	0	3	0	2	1	0	0	2	5	2	1	0	2	2	1	2	1	0	5	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ337209.1.1448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	1	1	7	6	4	3	3	1	3	2	7	2	6	0	4	8	4	6	4	8	0	6	17	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
