	TARA_100_MES_0.22_3.0	TARA_102_MES_0.22_3.0	TARA_109_MES_0.22_3.0	TARA_110_MES_0.22_3.0	TARA_111_MES_0.22_3.0	TARA_112_MES_0.22_3.0	TARA_122_MES_0.22_3.0	TARA_132_MES_0.22_3.0	TARA_133_MES_0.22_3.0	TARA_137_MES_0.22_3.0	TARA_138_MES_0.22_3.0	TARA_142_MES_0.22_3.0	TARA_145_MES_0.22_3.0	TARA_146_MES_0.22_3.0	TARA_148_MES_0.22_3.0	TARA_149_MES_0.22_3.0	TARA_152_MES_0.22_3.0	TARA_056_MES_0.22_3.0	TARA_064_MES_0.22_3.0	TARA_065_MES_0.22_3.0	TARA_068_MES_0.22_3.0	TARA_070_MES_0.22_3.0	TARA_072_MES_0.22_3.0	TARA_076_MES_0.22_3.0	TARA_078_MES_0.22_3.0	TARA_085_MES_0.22_3.0	TARA_098_MES_0.22_3.0
FJ150819.1.1297	8	56	39	31	51	54	57	32	75	27	25	52	68	41	22	77	46	45	58	68	47	22	20	70	58	22	63
HQ672889.1.1533	32	30	18	23	26	2	4	13	4	4	1	13	7	17	45	10	13	1	4	4	4	0	2	2	4	3	12
EU802437.1.1387	0	0	0	3	0	1	4	0	0	1	1	0	0	0	3	0	0	1	0	1	0	0	9	0	1	0	1
EU802603.1.1489	1	1	0	8	3	0	3	0	0	1	2	3	0	1	7	2	0	2	0	0	1	0	4	0	0	0	0
JQ062856.1.1462	0	0	0	5	0	0	1	0	0	0	1	0	0	1	15	0	0	0	1	0	0	0	2	0	1	0	0
GQ346815.1.1325	9	3	3	7	5	8	4	10	6	2	3	5	9	7	10	4	6	8	3	3	4	1	3	6	4	6	4
AACY020431964.3244.4753	2	2	2	5	0	1	9	2	2	0	1	0	0	0	2	0	0	2	0	0	2	0	3	0	0	0	0
EU800186.1.1306	6	4	5	6	3	2	5	3	3	3	1	2	7	2	3	3	1	1	2	5	7	2	5	1	5	3	3
AACY020398456.2130.3630	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	2	0	0
HQ242373.1.1521	5	1	1	2	2	2	6	4	0	0	0	0	4	0	1	0	0	1	0	0	3	0	1	0	0	1	1
AB194003.1.1440	11	85	34	42	41	46	51	51	75	29	25	42	61	43	8	53	34	40	62	65	53	33	24	71	65	38	63
HQ671819.1.1446	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
HQ673137.1.1450	0	9	11	6	8	2	5	9	2	1	1	0	0	0	1	0	1	1	0	2	2	1	4	0	2	0	1
AY907781.1.1504	2	2	4	8	1	1	15	0	2	0	1	1	0	0	10	1	2	2	0	1	2	0	6	1	1	0	1
AACY020555764.489.1966	0	1	0	4	0	0	6	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	1	0	1
EU802894.1.1450	0	0	0	9	0	0	1	0	0	0	0	1	0	0	1	0	0	4	0	1	0	0	9	0	0	0	0
EU803007.1.1326	0	0	0	3	0	0	1	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0	5	0	0	0	0
FJ745251.1.1308	1	1	0	3	0	0	3	1	0	0	0	0	0	1	0	0	0	3	0	1	1	1	2	0	2	0	0
EU802794.1.1441	8	2	4	4	7	6	4	0	0	6	0	1	1	1	7	1	0	1	1	1	3	0	19	1	2	0	2
EU268068.1.1427	6	3	3	8	5	0	1	1	0	2	2	0	2	0	3	0	0	4	0	0	0	0	4	0	0	0	1
EF572586.1.1452	0	0	0	7	1	2	2	0	0	1	0	0	2	0	0	3	0	2	1	0	0	0	3	1	1	0	0
EF574663.1.1445	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
FJ150824.1.1353	9	63	30	35	36	59	53	36	85	25	20	70	56	28	16	51	51	52	58	47	64	29	24	65	40	25	66
AACY020255495.903.2404	0	0	0	4	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0
FN433348.1.1495	0	0	0	10	0	1	2	1	2	1	0	1	0	0	1	1	3	1	0	0	1	0	2	0	1	0	1
AY664000.1.1252	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	2	0	0
KC002117.1.1316	0	1	3	3	1	1	3	0	0	1	1	2	1	1	1	2	0	3	0	1	0	1	6	0	0	0	2
EU802915.1.1434	0	3	0	3	0	1	1	0	0	1	0	1	0	0	3	0	0	5	0	0	1	0	9	0	1	0	0
EU802822.1.1385	2	6	4	5	4	2	2	5	4	0	0	1	5	7	9	4	1	1	2	6	2	1	7	1	9	3	4
EU802368.1.1440	9	1	3	5	3	2	5	4	2	1	0	0	1	0	10	0	1	3	1	2	1	1	4	1	2	1	1
AACY020545456.443.1983	0	0	1	8	0	2	4	0	0	0	1	0	1	0	3	2	0	1	0	1	1	0	4	1	0	0	0
EU805212.1.1439	4	0	2	4	4	8	2	1	2	6	2	1	1	3	6	1	3	3	0	0	0	0	10	0	3	0	0
EU802272.1.1376	1	0	1	4	2	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	4	0	1	0	2
EF572648.1.1451	0	0	0	2	0	0	1	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	3	0	2	0	0
HQ672443.1.1436	106	36	78	80	85	4	6	8	8	77	26	10	4	10	2	11	13	13	16	10	7	2	3	3	6	1	10
FJ150822.1.1353	5	84	22	24	36	62	49	41	64	19	28	50	69	36	13	43	31	36	50	44	43	30	23	79	66	27	53
EU802803.1.1440	6	6	7	9	8	4	7	5	3	6	2	6	3	3	8	8	8	5	3	3	6	0	12	6	13	7	7
EU803115.1.1438	8	5	5	2	4	4	4	3	4	2	4	5	6	8	6	5	3	5	7	8	8	3	5	5	5	2	2
EU802534.1.1442	4	4	1	8	2	2	2	2	0	1	0	1	0	1	3	0	1	4	1	1	3	0	6	0	7	0	0
EU802279.1.1371	11	6	4	6	7	4	3	2	1	1	0	4	4	4	6	1	4	2	3	1	2	1	6	0	5	1	2
EU802656.1.1455	2	0	3	4	1	0	4	2	0	1	0	2	2	2	4	3	3	4	3	2	1	0	4	1	2	0	3
EU802299.1.1228	4	1	3	3	0	1	2	0	3	0	0	0	0	0	2	1	2	1	0	2	0	0	8	0	7	0	1
AACY020563509.792.2305	0	0	0	9	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0
EU802718.1.1501	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0
EU802400.1.1495	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	3	0	3	0	0
GU451676.1.1235	15	48	66	10	20	20	3	45	8	30	27	32	3	2	8	3	3	1	15	18	14	129	40	13	8	0	3
HQ671921.1.1443	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
AACY020490277.719.2228	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
EF574657.1.1483	0	0	0	7	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	10	0	0	0	0
AACY020371335.89.1595	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	12	0	2	0	0
EU803166.1.1439	10	2	1	5	1	0	1	0	1	3	0	0	2	0	2	1	0	1	0	0	1	1	8	0	2	0	1
EU803169.1.1499	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	1	0	0
JQ221732.1.914	11	73	33	34	55	44	28	37	53	23	23	46	55	31	12	55	29	33	48	40	50	20	16	52	77	21	66
EU802302.1.1503	0	0	1	13	2	0	5	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	4	0	1	0	0
EU802606.1.1200	2	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	12	0	0	0	0
GU145420.1.1491	20	16	16	27	26	3	10	17	16	4	6	5	17	7	12	7	3	4	2	6	9	2	2	4	3	5	6
EU799440.1.1451	1	0	0	1	1	0	3	0	0	0	0	1	0	0	1	2	0	1	0	0	3	0	1	1	2	0	0
AY663999.1.1259	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	3	0	0
HQ671905.1.1452	1	1	0	8	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0
EU803064.1.1484	0	0	0	5	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
DQ009253.1.1978	0	0	1	5	0	1	2	1	1	0	0	0	0	0	2	1	0	2	1	1	2	0	8	0	4	1	2
EU802466.1.1293	11	2	3	13	2	3	4	1	2	2	0	2	3	1	2	1	1	1	0	2	2	1	3	0	2	3	1
EU803176.1.1376	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	12	0	3	0	0
EU803155.1.1439	8	3	1	5	0	1	3	0	0	2	0	0	0	2	5	4	0	3	0	1	0	0	0	0	3	0	1
EU800581.1.1375	1	1	0	3	0	0	4	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	1	2	0	1
AY663895.1.1212	9	5	5	9	0	2	4	2	0	4	0	0	2	2	3	5	5	1	4	0	4	0	4	0	3	1	2
EU237402.1.1311	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	5	0	1	0	0
AACY020564058.27.1569	57	13	16	7	14	1	9	11	3	6	5	7	6	8	35	7	1	1	4	3	6	0	1	1	4	2	7
AY726977.1.1207	12	8	14	7	9	7	6	8	5	4	5	11	20	12	14	12	13	8	10	9	25	4	5	11	26	21	10
GU235719.1.1348	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0
GU230411.1.1482	0	1	0	7	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0
JN166197.1.1454	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
DQ156396.1.1264	0	0	0	9	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
KC003249.1.1324	3	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
EF572668.1.1448	1	0	0	3	0	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	5	0	1	0	0
EF574788.1.1492	0	0	0	14	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	6	0	0	0	0
EF572101.1.1517	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AY726892.1.1217	12	8	11	8	7	10	15	10	8	15	15	9	7	11	11	9	12	11	12	9	9	1	5	11	7	0	8
GQ337098.1.1445	27	24	30	26	30	27	17	26	28	40	44	33	28	25	11	25	19	17	15	18	20	15	3	18	20	13	35
JN233157.1.1397	0	1	1	2	0	0	4	1	0	0	0	0	0	0	1	0	0	4	0	1	0	0	5	0	0	0	0
AY664061.1.1231	4	3	1	7	5	1	2	1	2	0	1	3	3	3	2	2	3	3	0	1	4	0	1	0	5	3	3
JX945345.1.1443	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	11	0	1	0	0
EF574626.1.1492	0	2	0	5	0	0	9	0	0	1	0	0	0	0	1	0	1	2	0	0	2	0	2	0	1	0	1
DQ009458.1.2068	98	37	18	13	59	1	6	12	20	0	5	1	0	4	58	7	4	1	10	8	13	0	4	0	5	0	6
GQ337163.1.1448	17	16	10	15	9	4	5	10	5	9	2	6	14	7	14	11	9	4	7	8	20	3	5	1	6	7	5
EU802612.1.1434	2	0	1	2	0	0	2	0	0	0	1	0	1	1	0	0	0	6	1	0	0	0	14	0	5	0	0
AJXC01007386.664.1844	7	1	1	8	3	3	9	4	1	0	1	3	3	3	8	3	8	3	1	0	2	0	3	1	1	22	1
EU804538.1.1487	0	1	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	2	0	0
EF573689.1.1488	0	0	0	8	0	1	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	1	0	0
EF572097.1.1449	14	6	15	14	5	0	6	4	1	6	6	2	0	2	7	1	1	3	4	1	2	0	6	1	5	1	2
GU941059.1.1365	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	2	0	0
AY726885.1.1230	11	10	30	14	42	3	33	6	2	12	8	33	2	88	81	64	56	4	36	43	16	2	6	2	1	0	27
EF573369.1.1458	0	0	0	4	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0
AACY020552977.734.2233	1	0	0	14	1	0	4	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	2	0	0	0	0
EU802819.1.1500	0	1	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0
EU802487.1.1368	6	3	7	5	2	2	2	1	0	2	1	2	1	2	5	2	1	3	0	3	2	1	5	1	2	0	2
EU802969.1.1417	0	1	0	4	0	0	1	1	0	0	1	2	0	0	1	0	0	1	0	0	1	0	6	0	0	0	1
EU802978.1.1396	8	2	3	9	2	0	3	0	2	3	1	1	0	3	5	3	4	0	0	2	2	1	3	1	2	0	1
EU686628.16674.18140	18	9	12	17	50	25	24	26	36	37	38	37	32	41	29	36	29	10	29	32	29	9	13	21	29	33	27
HQ673514.1.1438	15	10	6	9	14	6	5	9	11	3	7	3	8	13	10	10	13	9	9	7	11	5	4	10	12	11	5
FJ744956.1.1371	0	0	0	4	0	0	3	0	1	0	0	0	0	1	2	0	0	4	0	1	0	0	1	0	1	0	0
EF573463.1.1480	1	1	0	2	2	0	1	1	0	1	1	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	0
GQ349960.1.1356	0	6	17	8	4	2	8	33	1	0	0	18	10	33	77	29	12	2	16	29	29	1	2	4	11	0	10
AY664136.1.1218	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	10	0	0	0	0
GU061453.1.1514	6	6	12	5	11	3	7	6	1	1	0	6	4	8	34	10	10	0	7	11	10	0	1	5	5	0	12
HQ672023.1.1447	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
GU061586.1.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
EU802945.1.1378	0	0	0	8	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0
FR683900.1.1492	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	0
DQ156480.1.1271	14	3	1	6	7	2	9	5	5	1	1	6	9	5	23	6	1	2	6	6	11	4	3	2	4	10	4
EU802502.1.1451	3	1	0	0	1	0	2	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	2	0	1	0	0
DQ071172.1.1397	9	4	0	5	2	5	5	2	5	6	2	3	2	4	11	4	4	1	4	2	5	0	3	5	6	1	8
EU268116.1.1462	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	3	0	0
FN435231.1.1514	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU802292.1.1292	1	0	0	2	0	0	1	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	3	0	1	1	1
EU802790.1.1266	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6	0	1	0	0
EU010164.1.1471	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	6	0	2	0	0
EU803100.1.1442	2	1	0	0	2	2	1	1	0	0	0	0	2	1	2	0	0	3	0	3	0	0	3	0	2	0	2
AY663890.1.1225	0	0	0	7	0	0	2	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	12	0	2	0	0
HQ673941.1.1251	15	8	7	8	16	12	15	19	28	8	6	24	19	28	14	18	23	15	24	22	23	8	10	14	27	16	21
EU803123.1.1448	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	16	0	2	0	0
AANC01000011.208.1734	2	40	22	16	18	139	13	2	2	5	5	217	78	35	33	37	32	37	12	12	2	24	0	3	0	0	3
EU802438.1.1489	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
EF573025.1.1502	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	1	0	0
EU802565.1.1482	8	1	0	4	0	1	4	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
EU802968.1.1439	7	2	1	8	1	0	7	5	1	2	3	0	1	1	6	0	1	4	1	3	1	1	9	1	3	1	1
EF572745.1.1469	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	7	0	1	0	0
GU061825.1.1499	8	0	1	4	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	1	0
EF573115.1.1498	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	4	0	0	0	0
EU802924.1.1499	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	1	0	0
KC003178.1.1230	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	11	0	0	0	0
GU061789.1.1436	13	4	2	3	6	0	4	1	2	3	6	0	0	0	11	5	0	3	1	2	0	0	4	1	3	0	2
GQ349357.1.1386	0	1	0	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0
EF646132.1.1480	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
EU802515.1.1370	10	2	2	5	2	3	4	1	2	3	2	2	0	1	4	2	1	1	0	2	1	1	6	0	1	0	0
EU801608.1.1362	0	0	0	3	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	5	0	2	0	0
JN233016.1.1438	9	9	27	20	63	8	20	13	4	14	8	25	7	61	71	55	46	5	36	47	17	3	7	8	8	11	18
EF572123.1.1446	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
EU802831.1.1482	0	0	0	5	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
EU802892.1.1378	0	0	0	5	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	4	1	0	0	1
AY726942.1.1230	15	42	53	12	12	18	1	61	11	13	26	35	1	1	3	5	1	0	16	25	5	59	28	16	4	1	10
EU803119.1.1440	1	0	0	3	0	0	2	0	0	0	0	1	0	1	3	1	0	4	0	0	0	0	4	0	3	1	0
EU802374.1.1489	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	7	0	1	0	0
HQ163255.1.1374	14	25	24	11	17	1	11	8	17	7	2	8	16	8	0	7	1	2	6	5	17	6	4	10	9	14	2
HQ673841.1.1523	36	25	26	19	38	33	29	37	43	19	17	21	17	49	22	37	33	20	26	37	35	9	7	16	14	14	48
EU802696.1.1439	7	7	2	5	1	2	7	5	2	3	4	4	5	3	6	7	4	3	2	2	4	2	5	1	6	7	1
AB193901.1.1435	5	7	7	8	23	30	11	16	11	8	23	13	14	33	38	31	31	16	30	28	9	9	5	22	16	14	37
HQ672283.1.1257	11	15	4	10	4	13	10	7	14	3	8	16	17	13	10	12	20	16	20	14	17	7	6	10	22	12	15
EU802901.1.1499	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2	0	0
EU800195.1.1400	2	0	0	4	0	0	0	0	0	1	1	0	1	0	2	0	0	1	0	0	1	0	1	0	1	0	0
FQ032825.6410.7925	0	1	1	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0
JX016471.1.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
EF574859.1.1503	2	0	1	5	4	0	1	1	1	0	1	1	0	0	4	0	2	1	1	1	0	0	2	0	0	0	0
EU800190.1.1369	0	0	1	7	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	1	0	1	0	3	0	0
GU940994.1.1354	8	8	12	11	8	0	3	5	1	10	2	0	0	5	4	1	4	5	3	3	2	0	4	2	3	1	1
HQ672830.1.1436	8	8	6	3	5	6	10	10	8	1	7	6	6	12	21	19	13	4	9	8	19	2	4	7	10	5	15
DQ906760.1.1497	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
EU802637.1.1438	12	5	3	7	10	1	2	1	1	9	2	1	0	3	6	3	0	1	2	0	0	0	2	0	1	0	1
AY663945.1.1231	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
EU237310.1.1309	1	0	0	3	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	6	0	1	0	2
HQ674329.1.1524	1	24	41	7	35	34	22	46	34	5	8	47	22	54	9	53	39	47	62	45	17	19	8	14	20	0	34
EU802666.1.1436	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0
HQ672799.1.1447	118	123	117	67	57	0	4	0	4	43	20	3	2	2	1	4	3	2	1	4	6	2	0	4	2	1	3
EU802587.1.1484	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	7	0	0	0	0
EU686604.16726.18273	40	23	34	11	37	11	21	23	7	39	27	27	10	36	31	26	20	11	29	28	10	12	14	15	9	1	24
EU802911.1.1434	3	0	0	1	0	0	0	2	0	0	0	0	0	1	3	2	3	2	1	0	0	2	9	1	1	0	0
EF572288.1.1498	0	0	1	2	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	1	0	0
KC003238.1.1354	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	0	0	0	0
HQ673916.1.1435	30	4	7	11	34	34	8	8	8	107	62	14	10	17	9	12	22	13	17	17	10	9	4	12	20	9	25
EU919781.1.1500	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EF574651.1.1468	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
EF575050.1.1464	0	1	0	0	0	0	1	0	2	0	0	0	2	2	1	0	0	0	1	1	2	1	2	0	1	2	0
AF098371.1.1444	1	0	0	4	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EU803080.1.1446	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	4	0	3	0	0
EF574040.1.1487	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU061386.1.1471	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0
HQ673751.1.1453	83	32	63	50	46	3	5	10	14	51	16	4	8	2	1	7	3	4	2	3	8	7	2	9	7	15	4
EU802383.1.1451	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	1	0	2	0	0
EU803152.1.1452	2	0	1	3	2	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	4	0	1	0	0
EF573375.1.1449	5	0	0	2	1	1	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0
GU941055.1.1253	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0
EU802670.1.1499	1	0	1	7	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0
EF061412.1.1442	12	34	43	13	9	12	3	27	7	21	20	20	1	0	3	1	0	1	13	20	14	83	34	13	3	0	2
AB193879.1.1436	1	0	0	0	1	2	2	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	4	0	1	0	0
FR683618.1.1414	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0
EU803074.1.1452	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
HQ673461.1.1475	11	10	21	18	22	28	42	42	26	15	11	20	32	25	9	23	41	19	59	29	36	12	15	43	31	65	31
EU801050.1.1438	1	1	0	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
EU802459.1.1439	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0
JQ062671.1.1498	0	0	1	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
EU010217.1.1417	1	2	2	1	9	2	3	0	5	0	1	2	3	3	6	0	1	2	0	1	1	1	4	4	3	2	4
AF382133.1.1488	0	2	1	6	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	4	0	0	0	0
EU805172.1.1447	1	0	1	2	2	0	3	0	2	1	0	0	0	0	5	5	0	0	1	1	2	0	3	1	2	4	1
HQ673904.1.1436	29	8	4	5	14	39	9	13	14	75	39	19	10	25	15	19	28	18	26	27	17	8	4	16	27	3	30
AACY020551516.3485.4953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GU234909.1.1324	1	1	0	3	0	0	2	0	1	0	1	1	2	0	1	0	0	0	1	1	1	0	0	0	1	0	0
EU802973.1.1271	2	4	1	6	1	0	1	0	0	0	0	1	1	4	6	1	0	1	0	0	0	0	9	0	0	0	1
EU802380.1.1440	6	3	2	3	5	0	2	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	6	0	2	0	0
HQ673270.1.1522	34	9	8	13	11	5	4	11	6	98	106	9	4	11	3	8	9	0	13	11	4	0	4	3	2	1	5
EU544748.1.1454	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EU802319.1.1452	1	0	0	1	0	0	2	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0
EU802436.1.1350	0	0	0	5	1	0	2	0	0	4	0	0	0	0	1	1	0	2	0	1	2	0	4	2	2	0	0
EU803075.1.1449	5	1	3	4	3	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	7	0	1	0	0
EU802678.1.1443	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0
HQ672805.1.1482	1	2	5	4	18	33	11	42	12	8	7	11	61	38	34	41	25	3	35	35	43	18	13	53	53	55	59
EU802680.1.1438	0	1	0	3	0	0	1	1	0	1	0	0	2	1	1	1	0	1	2	1	0	0	3	0	0	0	0
EF572151.1.1467	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
EU799106.1.1438	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
EU801209.1.1437	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
EF573332.1.1428	0	0	1	3	0	0	1	0	0	0	0	0	1	0	1	0	1	2	0	0	1	0	5	0	2	1	0
