	TARA_149_MES_0.8_3.0	TARA_148_MES_0.8_3.0	TARA_138_MES_0.8_3.0	TARA_142_MES_0.8_3.0	TARA_137_MES_0.8_3.0	TARA_144_MES_0.8_3.0	TARA_097_MES_0.8_3.0	TARA_109_MES_0.8_3.0	TARA_110_MES_0.8_3.0	TARA_131_MES_0.8_3.0	TARA_112_MES_0.8_3.0	TARA_146_MES_0.8_3.0	TARA_098_MES_0.8_3.0	TARA_132_MES_0.8_3.0	TARA_078_MES_0.8_3.0
JX240922.1.1508	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KC682861.1.1458	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FN553922.1.1500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FR744812.1.1433	1	0	1	0	0	1	11	2	3	0	0	0	0	0	10
GQ347802.1.1326	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KJ572118.1.1450	2	2	1	7	0	8	1	10	2	2	16	1	1	4	0
HM022723.1.1284	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AB294959.1.1392	0	0	0	4	1	0	0	0	0	1	2	0	0	0	0
FN553931.1.1476	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GQ348186.1.1379	2	0	0	1	0	0	1	1	1	0	0	0	0	0	2
DQ513039.1.1521	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0
KJ882036.1.1071	1	0	0	0	15	0	1	0	3	0	2	0	0	0	0
GU563761.1.1496	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
JX529347.1.1399	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
HQ118219.1.1243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JN864942.1.1369	1	2	79	13	33	2	0	2	4	31	1	0	1	98	11
HQ673503.1.1499	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
KF859566.1.1498	0	0	0	1	1	4	0	0	0	0	1	0	0	0	3
FJ902115.1.1409	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
JN177689.1.1428	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
GU061036.1.1386	3	1	1	0	0	0	1	0	2	0	4	1	8	0	1
GU305781.1.1459	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HM438560.1.1438	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GU385854.1.1491	2	9	0	5	0	17	0	0	1	17	10	4	0	1	0
HQ397414.1.1500	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
JX226823.1.1462	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0
KF954255.1.1443	24	15	10	21	17	4	2	7	4	11	8	23	16	21	10
HM845801.1.1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EF574549.1.1486	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
HG917564.1.1438	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KC682582.1.1501	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GQ203623.1.1336	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KF289473.1.1341	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
HQ672507.1.1529	23	16	17	17	34	7	97	27	74	15	13	19	17	13	15
EU491177.1.1509	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GU941026.1.1315	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
JX525617.1.1358	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AY345469.1.1433	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
JF800770.1.1478	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
HQ673387.1.1505	2	0	1	1	0	0	3	0	0	1	0	0	0	0	0
JN791360.1.1392	0	0	4	5	3	0	1	0	0	0	1	0	0	0	0
GU108560.1.1408	0	1	2	2	21	1	7	43	14	65	12	0	0	8	0
HQ674111.1.1446	32	19	11	9	12	5	25	2	4	11	16	39	32	21	22
HM798682.1.1411	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GU947655.1.1258	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
JN427631.1.1389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KR919910.1.1259	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
CETV01013213.130.1456	0	2	0	0	2	0	2	0	2	0	0	0	0	2	0
KC854939.1.1445	0	0	2	0	3	0	0	0	0	1	0	0	1	0	2
KM263154.1.1365	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CEWI01027957.1500.3014	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
FM242205.1.1492	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JN177695.1.1447	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0
JYMV01022855.3126.4530	2	0	0	1	2	0	2	2	2	3	6	5	3	5	6
HQ163626.1.1338	0	0	4	0	1	0	0	0	5	0	0	1	0	0	0
GQ136686.1.1397	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AB176192.1.1591	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
KX097558.1.1528	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
FR749774.1.1480	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1
JX504377.1.1525	0	0	0	0	0	2	2	1	0	0	0	1	0	0	1
JF495293.1.1454	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
KJ754662.1.1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AJ567590.1.1520	0	2	1	0	1	4	3	0	0	0	1	0	0	0	1
JQ611167.1.1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HQ673123.1.1523	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
JX530815.1.1462	3	0	0	1	1	0	5	4	0	0	1	0	2	3	1
FR683347.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
JN233145.1.1442	3	3	3	2	4	6	12	3	3	0	0	4	3	3	1
FJ403090.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HQ242075.1.1337	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
U75258.1.1467	4	4	0	0	1	1	6	0	0	0	2	5	3	1	2
HQ673863.1.1457	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0
GQ340284.1.1379	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GU108528.1.1398	3	2	5	1	0	2	2	2	1	0	3	0	6	0	6
HQ673066.1.1473	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1
HQ225235.1.1503	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
GQ351151.1.1505	3	0	1	3	5	0	2	4	8	1	0	11	2	2	0
EU802380.1.1440	1	4	0	0	0	4	3	0	0	0	0	1	0	0	0
JF174728.1.1342	1	0	2	2	2	3	0	0	0	0	0	0	0	1	1
JQ800707.1.1426	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AGFD01000020.25655.27178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HQ721437.1.1444	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0
EF573332.1.1428	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEUL01011782.341.1799	0	3	1	0	0	2	1	0	0	0	0	1	1	0	1
HQ673718.1.1447	0	0	0	2	0	0	1	0	1	1	0	3	4	0	0
FM865684.1.1487	3	1	0	3	1	8	0	0	1	32	0	3	0	16	1
GQ356946.1.1480	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ395136.1.1502	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0
KF786409.1.1353	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
FN563151.1.1440	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
JF792704.1.1251	1	1	2	1	0	1	0	1	0	0	0	0	0	1	0
FQ659161.1.1340	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AB694387.1.1427	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0
JN233045.1.1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HQ230109.1.1436	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EF019131.1.1397	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KJ548930.1.1501	1	0	3	0	7	0	0	0	0	0	0	0	0	0	0
GQ280042.1.1422	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JQ612260.1.1498	0	1	0	0	0	3	2	0	0	1	4	2	10	2	1
HQ631957.1.1329	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JQ716308.1.1464	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN560531.1.1358	1	5	0	5	1	16	0	1	1	30	2	1	0	7	0
HG813106.1.1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KJ589733.1.1485	0	0	0	0	1	0	0	0	3	0	0	0	1	2	0
FJ652507.1.1346	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
AB100002.1.1339	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KP120799.1.1399	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JN177654.1.1494	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FJ905705.1.1414	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0
HQ673403.1.1483	1	1	0	1	0	0	0	0	0	1	1	0	2	1	0
KR611616.1.1446	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
HQ611185.1.943	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0
FM209306.1.1494	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0
KC545719.1.1421	2	1	1	0	0	0	1	1	0	0	1	0	0	0	0
GU563777.1.1446	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
AB858515.1.1409	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0
FJ937838.1.1385	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0
GU118801.1.1444	0	0	0	0	0	1	0	0	0	0	2	0	1	1	1
GQ396945.1.1430	0	1	1	2	0	0	0	1	0	0	0	1	0	1	0
JX226764.1.1517	1	0	1	0	0	0	1	0	1	2	1	1	1	0	0
AJ567609.1.1486	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FR691416.1.1439	0	0	2	2	2	0	0	0	0	2	0	0	0	0	0
JX441505.1.1448	11	21	14	7	25	4	11	1	7	5	2	9	5	6	4
EF157244.1.1445	0	0	3	0	0	0	0	1	0	1	0	0	0	0	1
HQ673309.1.1505	4	0	0	2	2	2	0	0	0	2	1	2	0	2	0
DQ167248.1.1467	3	2	0	0	0	2	0	0	0	0	8	3	2	0	0
HM363210.1.1499	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
JX391777.1.1460	0	0	1	42	0	0	0	2	0	0	0	0	1	1	0
FJ999611.1.1343	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
AB973993.1.1342	5	25	0	1	1	5	35	4	6	1	0	4	1	0	2
AJ438586.1.1513	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FN668354.1.1476	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LLXM01000001.16.1556	0	0	1	0	0	5	0	0	1	2	0	0	1	1	3
GQ051014.1.1367	1	1	1	1	0	0	0	0	0	0	4	1	0	0	0
HQ673581.1.1458	0	1	0	0	0	0	1	0	0	1	0	1	4	0	0
HQ123621.1.1437	0	0	0	1	0	1	0	0	0	2	0	1	0	0	1
KF441668.1.1479	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0
AB694350.1.1419	1	0	1	4	1	0	0	3	1	2	0	0	1	0	1
APMI01000363.28929.30436	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FJ203391.1.1488	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GU289642.1.1485	71	16	748	213	604	59	104	265	193	56	248	26	171	312	295
HM779233.1.1352	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JX227000.1.1500	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0
JX441497.1.1435	13	5	0	7	1	3	8	2	1	1	2	16	2	4	4
HQ672435.1.1446	6	12	1	0	1	5	5	0	0	1	0	4	7	2	0
AY592085.1.1285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ672484.1.1502	2	4	1	1	4	5	2	0	0	2	1	5	10	3	0
FM998003.1.1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HQ672436.1.1489	0	0	1	0	6	0	0	0	3	1	1	1	0	0	1
EF076757.1.1492	9	3	0	5	2	0	0	0	4	0	1	0	0	1	0
GU451638.1.1241	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
HQ672307.1.1520	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
GQ337194.1.1446	26	28	11	11	31	9	18	3	3	4	10	19	14	7	6
FJ900348.1.1407	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JX441554.1.1446	0	1	2	0	2	1	3	0	2	0	0	1	1	1	0
FM253660.1.1452	2	0	0	0	0	1	0	0	0	1	2	0	0	1	0
AB807256.1.1471	1	0	2	0	1	1	0	2	0	0	0	0	0	3	1
HQ729793.1.1507	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HM333156.1.1283	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KC425515.1.1445	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JN178851.1.1515	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
KM018958.1.1464	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
EF574992.1.1454	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1
KF271107.1.1448	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0
JYMV01026689.977.2481	1	9	0	0	5	2	10	2	2	1	0	0	0	0	0
GU125651.1.1377	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ529817.1.915	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
U75254.1.1466	1	7	1	0	1	7	4	0	1	0	0	0	1	1	0
JN439963.1.1364	0	0	0	3	0	0	2	0	0	1	0	0	0	7	0
JN018487.1.1394	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AF114496.1.1495	0	0	0	0	1	1	1	1	0	0	2	0	4	0	1
JXRI01004107.9352.10877	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1
HQ674365.1.1523	0	0	16	0	62	0	0	0	7	0	0	0	0	0	0
HQ672089.1.1455	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DQ396156.1.1469	1	3	3	1	12	1	2	0	0	2	0	4	3	2	0
KC170011.1.1326	0	0	2	15	2	0	0	0	0	12	0	0	0	0	0
GU061466.1.1445	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
KJ589818.1.1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KF079441.1.1306	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
JQ045804.1.1479	0	0	0	1	0	0	0	3	6	1	1	0	6	3	2
FM242285.1.1451	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EF572458.1.1513	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0
HK556703.8.1450	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
JX530773.1.1458	1	0	1	0	0	0	1	3	4	0	1	1	0	1	0
HM459661.1.1467	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0
EF076172.1.1394	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DQ396053.1.1480	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN178651.1.1447	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FM955329.1.1530	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
GQ249373.1.1509	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
JN645861.1.1485	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
KX000901.1.1217	1	0	0	0	0	1	0	3	1	22	0	0	2	1	0
FN553635.1.1541	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GU567979.22125.23645	0	0	0	0	0	1	2	1	0	0	0	0	0	1	2
GU061295.1.1448	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GU118352.1.1442	0	2	0	0	0	1	0	0	0	3	0	1	0	1	0
HQ672580.1.1485	16	0	8	14	12	1	8	4	24	5	5	28	22	9	7
GQ263848.1.1489	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EU802279.1.1371	0	1	0	0	1	1	1	0	0	0	0	2	0	0	0
HE803867.1.1407	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
AY726979.1.1214	8	13	22	8	26	3	81	9	23	3	7	19	4	2	2
KC764969.1.1436	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0
DQ129345.1.1476	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ754651.1.1404	1	0	11	1	5	3	0	1	1	1	5	2	0	2	18
GU001901.1.1442	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GQ350858.1.1352	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
FJ999610.1.1343	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
HQ330584.1.1407	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3
KX097096.1.1508	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1
AB278147.1.1521	2	1	0	1	0	0	0	1	0	0	1	0	1	0	0
DQ513014.1.1460	0	0	0	0	1	4	0	3	0	0	1	1	0	0	0
GQ923764.1.1411	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AF517683.1.1429	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GQ903355.1.1494	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FJ950654.1.1456	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
JN860349.1.1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DQ009140.1.2262	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HF912447.1.1463	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
AB461943.1.1310	0	1	2	1	2	1	0	0	0	1	0	1	1	1	0
GQ006310.1.1371	1	0	0	0	0	0	0	6	0	0	0	0	2	0	2
EU491044.1.1517	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AB681451.1.1455	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0
HQ163657.1.1395	1	0	6	0	8	0	1	0	3	0	4	1	0	4	1
KC294916.1.1411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
JF733428.1.1445	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HQ326361.1.1415	0	0	0	3	0	0	0	0	0	0	0	0	1	2	1
GQ348061.1.1392	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0
KJ608311.1.902	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JF203667.1.1342	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2
GQ249467.1.1428	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
HQ671908.1.1429	0	1	0	0	0	0	3	1	0	1	0	0	0	0	0
KF963694.1.1332	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0
DQ395513.1.1506	0	0	1	0	0	0	0	0	5	0	0	2	0	0	0
HQ225171.1.1503	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
JQ978591.1.1479	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
JN644595.1.1493	1	2	0	3	0	7	0	0	0	12	4	0	0	1	0
FN995239.1.1423	0	0	0	0	1	0	0	1	4	0	0	0	5	0	0
HQ242620.1.1275	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0
EU802404.1.1436	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0
KF650572.28481.30133	386	189	21	233	10	208	65	231	235	9	481	561	122	18	8
HE653831.1.1519	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
BD359510.4.1505	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0
HE653832.1.1496	0	0	0	3	0	0	0	0	0	4	0	0	0	1	0
HQ673113.1.1437	16	9	11	4	4	10	6	0	2	5	7	20	14	3	8
JQ712910.1.1480	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GQ221071.1.1489	3	2	1	0	0	13	0	1	3	6	26	1	0	3	0
AB435572.1.1426	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HQ443368.1.1329	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AB540003.1.1361	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HQ673258.1.1504	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JQ678376.1.1527	0	1	3	1	0	0	9	2	1	0	0	1	2	0	3
KJ814140.1.1496	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
AB694347.1.1519	1	0	0	3	0	0	0	2	0	0	0	0	1	1	1
GU940727.1.1218	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0
GQ389063.1.1478	1	0	0	2	5	0	0	1	0	1	0	0	0	0	2
KC527501.1.1222	3	6	0	0	0	0	0	0	30	0	0	0	3	0	0
FJ900340.1.1447	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
EU800889.1.1485	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
JF682041.1.1326	4	1	0	2	0	9	0	0	0	14	2	2	0	3	0
FM873829.1.1465	3	0	0	0	0	0	0	1	3	1	1	0	1	3	1
HQ673421.1.1473	0	1	0	0	1	2	0	0	0	1	0	2	0	1	0
GQ034967.1.1349	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
JQ978590.1.1464	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
LWDU01031917.32352.33757	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FJ205383.1.1450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ673345.1.1528	0	0	3	1	6	0	0	0	0	0	0	2	0	0	0
FR744619.1.1459	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
FJ973519.1.1465	24	11	112	28	60	30	13	180	62	50	90	6	262	13	67
FM882229.1.1407	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1
LN851780.1.1513	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
EU802572.1.1439	0	5	0	0	0	2	0	0	2	0	1	0	1	0	0
KF227715.1.1227	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1
HG423513.1.1430	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
HQ672502.1.1488	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JQ579711.1.1513	0	0	3	0	1	0	0	2	1	0	0	0	0	1	0
KJ094136.1.1404	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HQ385621.1.1368	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GU108551.1.1401	2	0	2	0	1	0	3	1	0	0	2	1	0	2	1
DQ294290.1.1515	4	5	3	18	5	10	5	7	4	3	15	13	18	0	24
JQ195491.1.1355	0	0	1	0	0	0	3	2	1	0	0	0	0	0	0
JF189443.1.1371	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AB176169.1.1482	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
FR744835.1.1557	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
JQ904728.1.1440	1	3	1	2	1	0	3	3	2	3	1	0	0	0	1
GU451394.1.1234	2	2	0	0	0	1	0	0	0	1	6	0	0	0	8
FM956479.1.1445	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1
JN594639.1.1424	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
X92696.1.1349	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JX525506.1.1377	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FJ900556.1.1468	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GU940846.1.1513	74	125	23	24	52	41	67	12	29	14	23	88	47	41	23
HE576042.1.1498	0	0	0	4	1	0	0	1	2	0	0	0	0	0	0
JX233494.1.1433	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FR667338.1.1391	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FJ911604.1.1491	0	1	2	2	0	1	0	2	0	0	0	0	2	0	0
KP795797.1.1371	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
JX526811.1.1446	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GQ346730.1.1424	4	0	0	0	3	0	0	0	3	1	1	5	8	4	3
FN433378.1.1493	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GQ337321.1.1520	0	3	0	0	1	0	1	1	1	1	0	1	0	0	0
JX193410.1.1552	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HQ674275.1.1513	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GU118047.1.1446	0	1	0	1	1	0	0	0	1	1	4	1	0	0	3
HQ674271.1.1518	3	6	7	9	4	4	16	1	7	3	5	10	7	4	4
HQ674611.1.1447	1	1	0	0	0	1	1	0	0	2	0	2	1	0	0
HM828724.1.1343	0	0	0	1	0	0	0	7	0	2	1	0	0	0	1
AQVE01000030.2547.4005	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HQ674005.1.1497	0	0	0	0	2	1	9	2	1	0	0	4	0	0	1
JN492997.1.1383	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AB078073.1.1475	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LN560633.1.1355	2	1	0	0	0	2	0	0	0	1	0	0	0	0	0
JX504350.1.1545	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
GQ016076.1.1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EU802473.1.1436	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DQ395651.1.1454	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
GQ259225.1.1458	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
GQ263117.1.1466	2	1	1	1	1	0	4	0	1	1	2	2	1	3	1
FJ950600.1.1387	0	1	0	3	0	0	0	0	1	8	2	0	0	6	1
GU941035.1.1370	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1
KJ590026.1.1422	3	3	1	1	1	0	1	0	0	0	0	5	1	3	1
GQ280039.1.1418	2	2	1	0	1	0	0	0	0	1	1	0	1	0	0
AB013842.1.1506	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
FJ825982.1.1427	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DQ298377.1.1408	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0
GU363055.1.1455	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
JN625568.1.1404	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
GQ348115.1.1377	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0
GU127085.1.1221	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3
GQ347371.1.1373	0	0	2	2	1	1	1	0	0	0	0	1	0	2	0
EF573745.1.1501	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0
FJ894408.1.1365	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HM109688.1.1374	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KM071671.1.1417	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
AB377221.1.1325	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FO203512.1118553.1120079	1	0	8	1	0	0	0	0	0	1	2	0	0	4	1
EU686624.25850.27315	6	8	4	5	2	8	1	0	3	2	0	17	7	1	0
FJ984604.1.1466	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0
HM062312.1.1479	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
HQ673395.1.1447	32	22	36	12	48	7	27	5	19	6	9	42	16	13	14
